serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
17252,2008,3,27,1007.2,1011.6,0.0,0.0,0.0,12.0,16.0,7.6,51,29,6.4,0
17253,2008,3,28,1005.7,1010.1,0.0,0.0,0.0,12.6,17.3,9.8,55,36,4.6,0
17254,2008,3,29,1012.6,1017.0,0.0,0.0,0.0,12.1,17.7,7.7,32,21,8.6,0
17255,2008,3,30,1010.6,1015.1,7.5,1.5,0.5,8.9,11.3,7.2,58,33,0.0,0
17256,2008,3,31,997.8,1002.2,19.5,5.0,2.0,7.8,11.4,5.7,66,32,2.9,0
17257,2008,4,1,999.3,1003.7,0.0,0.0,0.0,11.2,17.0,6.5,34,19,12.1,0
17258,2008,4,2,1007.1,1011.4,0.0,0.0,0.0,13.0,16.4,8.0,36,17,5.8,0
17259,2008,4,3,1003.8,1008.2,0.0,0.0,0.0,13.6,18.7,9.2,51,23,10.2,0
17260,2008,4,4,1009.6,1013.9,0.0,0.0,0.0,14.1,18.1,10.4,46,15,6.4,0
17261,2008,4,5,1013.9,1018.3,0.0,0.0,0.0,14.6,19.6,10.9,32,12,8.5,0
17262,2008,4,6,1015.3,1019.7,0.0,0.0,0.0,14.7,19.3,10.1,35,19,11.3,0
17263,2008,4,7,1011.2,1015.6,6.0,4.5,1.5,13.3,16.0,10.3,72,51,1.7,0
17264,2008,4,8,1003.5,1007.9,75.5,14.0,4.0,12.1,14.0,10.8,79,62,0.0,0
17265,2008,4,9,1010.6,1015.0,0.0,0.0,0.0,13.1,16.4,11.1,58,46,2.9,0
17266,2008,4,10,1004.8,1009.2,28.0,5.5,1.5,10.1,11.3,9.3,82,66,0.0,0
17267,2008,4,11,1001.3,1005.7,1.5,1.0,0.5,14.3,20.3,9.8,72,37,7.3,0
17268,2008,4,12,1011.4,1015.7,2.5,2.5,1.0,15.9,20.3,12.0,57,31,4.8,0
17269,2008,4,13,1014.8,1019.2,5.5,4.5,1.5,10.1,13.7,9.0,74,63,0.0,0
17270,2008,4,14,1008.7,1013.1,3.5,1.0,0.5,12.9,16.6,9.8,74,48,4.7,0
17271,2008,4,15,1013.5,1017.9,0.0,0.0,0.0,16.2,20.7,11.0,47,20,11.4,0
17272,2008,4,16,1016.3,1020.7,0.0,0.0,0.0,17.6,21.0,13.5,64,54,3.6,0
17273,2008,4,17,1015.2,1019.6,14.0,3.0,1.0,16.6,19.8,13.7,71,52,0.0,0
17274,2008,4,18,1003.6,1007.9,91.5,14.0,4.0,13.4,14.9,12.3,88,83,0.0,0
17275,2008,4,19,1004.9,1009.3,2.5,1.0,0.5,14.5,16.9,11.7,61,47,0.0,0
17276,2008,4,20,1011.2,1015.5,0.0,0.0,0.0,15.7,17.9,13.8,52,37,0.7,0
17277,2008,4,21,1012.5,1016.9,0.0,0.0,0.0,15.8,20.5,12.6,43,26,3.4,0
17278,2008,4,22,1013.7,1018.0,0.0,0.0,0.0,16.0,20.7,11.9,38,9,9.8,0
17279,2008,4,23,1012.3,1016.6,0.0,0.0,0.0,17.2,21.6,12.6,47,9,8.4,0
17280,2008,4,24,1005.2,1009.5,8.0,6.0,2.0,18.2,20.9,15.8,75,50,0.0,0
17281,2008,4,25,1008.5,1012.9,0.0,0.0,0.0,14.8,18.4,12.7,66,48,5.4,0
17282,2008,4,26,1011.6,1016.0,1.0,1.0,0.5,13.7,16.4,11.5,62,48,1.5,0
17283,2008,4,27,1006.2,1010.5,0.5,0.5,0.5,14.5,18.1,11.2,73,58,4.7,0
17284,2008,4,28,1011.3,1015.7,0.0,0.0,0.0,15.9,19.2,13.3,62,47,6.3,0
17285,2008,4,29,1014.6,1018.9,0.0,0.0,0.0,17.6,22.3,13.4,59,33,7.5,0
17286,2008,4,30,1013.0,1017.3,0.0,0.0,0.0,20.5,25.8,14.9,58,34,11.6,0
17287,2008,5,1,1012.7,1016.9,0.0,0.0,0.0,20.8,24.3,17.2,61,41,7.9,0
17288,2008,5,2,1009.5,1013.8,4.5,2.5,1.0,19.9,22.3,17.8,74,65,0.0,0
17289,2008,5,3,1006.3,1010.6,17.0,3.0,1.0,18.8,21.3,17.5,85,72,0.7,0
17290,2008,5,4,1007.5,1011.8,0.0,0.0,0.0,18.5,21.0,16.3,80,70,0.0,0
17291,2008,5,5,1000.1,1004.3,0.0,0.0,0.0,18.6,21.2,15.7,77,57,0.4,0
17292,2008,5,6,1004.7,1008.9,0.0,0.0,0.0,19.8,25.5,15.9,30,10,12.2,0
17293,2008,5,7,1003.7,1007.9,0.0,0.0,0.0,21.5,26.5,15.4,45,20,11.4,0
17294,2008,5,8,1004.8,1009.0,0.0,0.0,0.0,19.6,23.5,16.9,35,24,6.8,0
17295,2008,5,9,1008.5,1012.8,0.0,0.0,0.0,18.9,23.1,16.5,37,20,1.7,0
17296,2008,5,10,1012.9,1017.3,11.0,2.0,0.5,13.5,17.2,10.6,72,42,0.0,0
17297,2008,5,11,1012.4,1016.8,7.5,1.5,0.5,11.7,14.2,9.7,71,56,0.0,0
17298,2008,5,12,1017.0,1021.4,0.0,0.5,0.0,12.5,15.0,10.9,61,50,0.0,0
17299,2008,5,13,1012.9,1017.3,28.5,8.0,2.0,11.6,13.5,9.2,76,66,0.0,0
17300,2008,5,14,1011.2,1015.6,16.0,6.5,1.5,12.9,15.0,10.8,78,70,0.2,0
17301,2008,5,15,1011.6,1015.9,0.0,0.0,0.0,17.3,21.9,12.2,67,39,11.3,0
17302,2008,5,16,1010.1,1014.4,0.0,0.0,0.0,18.7,22.6,14.5,61,34,8.1,0
17303,2008,5,17,1007.1,1011.3,1.0,1.0,1.0,18.9,22.9,15.2,66,43,6.5,0
17304,2008,5,18,1012.3,1016.6,0.0,1.0,0.0,18.6,23.2,15.4,64,41,8.7,0
17305,2008,5,19,1011.5,1015.8,1.5,1.0,0.5,19.7,23.6,16.0,73,49,1.8,0
17306,2008,5,20,996.6,1000.8,91.5,27.0,5.5,20.4,24.1,17.7,70,32,0.0,0
17307,2008,5,21,1008.1,1012.3,0.0,0.0,0.0,20.1,24.7,15.9,46,29,11.0,0
17308,2008,5,22,1010.4,1014.7,0.0,0.0,0.0,21.7,27.0,17.0,60,37,8.5,0
17309,2008,5,23,1010.4,1014.6,0.0,0.0,0.0,24.3,29.0,20.0,56,31,10.5,0
17310,2008,5,24,1008.0,1012.2,15.5,5.5,1.5,21.6,25.9,18.7,71,43,4.3,0
17311,2008,5,25,997.3,1001.5,16.0,5.5,3.0,20.8,23.4,18.6,86,76,0.1,0
17312,2008,5,26,999.2,1003.4,0.0,0.0,0.0,23.1,27.1,19.8,69,53,7.0,0
17313,2008,5,27,1004.0,1008.2,0.0,0.0,0.0,22.8,28.8,19.1,46,15,13.1,0
17314,2008,5,28,1007.5,1011.7,0.0,0.0,0.0,21.3,26.5,16.8,61,38,4.7,0
17315,2008,5,29,1005.7,1010.0,27.5,5.5,1.5,15.8,17.5,14.8,84,72,0.0,0
17316,2008,5,30,1009.4,1013.7,3.5,2.0,0.5,14.9,17.1,13.2,83,75,0.0,0
17317,2008,5,31,1007.6,1012.0,14.0,3.0,1.0,13.5,14.4,12.5,85,79,0.0,0
17318,2008,6,1,1010.3,1014.6,0.0,0.0,0.0,18.7,23.5,13.4,66,37,10.7,0
17319,2008,6,2,1015.4,1019.7,2.0,2.0,0.5,19.2,21.9,15.8,72,58,0.0,0
17320,2008,6,3,1011.7,1016.0,35.0,4.5,1.0,15.8,16.5,14.7,87,80,0.0,0
17321,2008,6,4,1012.2,1016.5,0.5,0.5,0.5,18.3,22.4,14.7,71,52,2.3,0
17322,2008,6,5,1008.1,1012.4,3.0,1.5,1.0,18.6,21.1,16.2,80,71,0.0,0
17323,2008,6,6,1002.8,1007.0,0.0,0.0,0.0,22.8,27.6,18.8,71,55,7.4,0
17324,2008,6,7,1007.2,1011.4,0.0,0.0,0.0,23.0,26.2,20.6,60,46,5.6,0
17325,2008,6,8,1007.4,1011.6,0.0,0.0,0.0,21.7,24.2,19.6,73,59,0.3,0
17326,2008,6,9,1006.0,1010.2,7.5,3.5,1.5,21.2,22.9,18.6,82,75,0.1,0
17327,2008,6,10,1006.2,1010.4,0.0,0.0,0.0,22.3,27.0,17.5,68,41,12.5,0
17328,2008,6,11,1002.2,1006.3,0.0,0.0,0.0,22.8,26.5,20.5,73,58,2.0,0
17329,2008,6,12,1001.7,1006.0,27.5,8.0,4.0,18.6,21.8,16.3,74,43,1.5,0
17330,2008,6,13,1004.4,1008.6,0.0,0.0,0.0,21.7,26.7,15.1,63,43,13.1,0
17331,2008,6,14,1007.9,1012.1,0.0,0.0,0.0,23.1,29.1,19.9,53,29,10.9,0
17332,2008,6,15,1011.9,1016.1,0.0,0.0,0.0,21.1,24.3,18.6,57,45,6.9,0
17333,2008,6,16,1010.2,1014.4,0.0,0.0,0.0,22.9,26.7,20.1,63,44,6.2,0
17334,2008,6,17,1012.3,1016.5,0.0,0.0,0.0,22.1,26.0,19.3,68,56,1.4,0
17335,2008,6,18,1013.5,1017.7,0.0,0.0,0.0,22.2,25.8,19.1,68,58,2.4,0
17336,2008,6,19,1008.3,1012.5,0.0,0.0,0.0,23.7,27.6,20.6,69,54,0.9,0
17337,2008,6,20,1004.8,1009.0,0.0,0.0,0.0,22.9,24.3,21.9,83,70,0.0,0
17338,2008,6,21,1000.7,1004.8,15.5,7.5,1.5,23.5,25.9,21.9,84,71,0.0,0
17339,2008,6,22,995.3,999.5,69.0,9.5,2.5,21.0,23.3,18.3,89,84,0.0,0
17340,2008,6,23,996.1,1000.3,17.0,6.5,5.0,21.1,24.9,18.4,78,60,0.3,0
17341,2008,6,24,999.6,1003.8,0.0,0.0,0.0,23.6,27.7,19.7,70,56,10.2,0
17342,2008,6,25,1002.0,1006.2,0.0,0.0,0.0,21.6,25.1,18.8,71,58,1.5,0
17343,2008,6,26,1004.3,1008.6,2.5,0.5,0.5,17.0,19.1,15.9,78,71,0.0,0
17344,2008,6,27,1007.1,1011.3,0.0,0.0,0.0,21.6,25.3,17.4,68,56,8.1,0
17345,2008,6,28,1009.6,1013.8,0.0,0.0,0.0,23.4,26.1,21.4,70,55,0.6,0
17346,2008,6,29,1002.3,1006.5,38.5,5.0,1.5,21.0,22.5,19.1,88,76,0.0,0
17347,2008,6,30,1003.0,1007.2,7.5,3.0,1.0,21.7,24.7,19.4,72,47,2.0,0
17348,2008,7,1,1008.3,1012.6,0.0,0.0,0.0,21.8,25.5,18.6,71,56,7.8,0
17349,2008,7,2,1008.3,1012.5,0.0,0.0,0.0,23.7,26.9,21.1,70,59,8.3,0
17350,2008,7,3,1007.2,1011.3,0.0,0.0,0.0,24.3,27.3,22.1,75,59,1.4,0
17351,2008,7,4,1003.5,1007.6,16.0,7.5,2.5,26.5,31.6,23.1,77,59,8.7,0
17352,2008,7,5,1004.5,1008.7,0.0,0.0,0.0,27.5,31.4,24.9,72,55,8.0,0
17353,2008,7,6,1006.1,1010.2,0.0,0.0,0.0,27.0,30.7,24.7,76,59,4.2,0
17354,2008,7,7,1008.4,1012.6,15.0,9.5,4.0,25.1,26.9,24.0,81,64,0.0,0
17355,2008,7,8,1008.1,1012.3,1.0,1.0,1.0,24.1,26.5,22.8,80,67,0.3,0
17356,2008,7,9,1007.9,1012.1,0.0,0.0,0.0,24.3,26.1,22.7,68,55,1.2,0
17357,2008,7,10,1005.6,1009.8,0.0,0.0,0.0,24.6,27.8,22.1,70,55,2.5,0
17358,2008,7,11,1001.9,1006.1,0.0,0.0,0.0,26.0,29.4,23.5,71,61,5.5,0
17359,2008,7,12,1000.7,1004.8,3.0,3.0,3.0,28.0,33.8,24.1,67,47,10.6,0
17360,2008,7,13,1004.3,1008.4,0.0,0.0,0.0,28.5,32.7,25.0,65,48,9.6,0
17361,2008,7,14,1004.5,1008.6,0.0,0.0,0.0,28.9,32.7,26.2,69,53,4.7,0
17362,2008,7,15,1005.3,1009.4,0.0,0.0,0.0,27.8,31.4,24.8,66,54,4.6,0
17363,2008,7,16,1003.3,1007.5,1.0,0.5,0.5,27.3,31.7,23.5,74,60,6.3,0
17364,2008,7,17,1002.6,1006.7,0.0,0.0,0.0,27.9,31.7,25.3,74,57,5.1,0
17365,2008,7,18,1001.4,1005.5,0.5,0.5,0.5,28.7,32.1,27.1,75,62,1.4,0
17366,2008,7,19,1003.4,1007.5,0.0,0.0,0.0,29.1,33.8,26.0,63,43,8.3,0
17367,2008,7,20,1005.4,1009.5,0.0,0.0,0.0,27.0,32.1,24.2,68,50,8.6,0
17368,2008,7,21,1005.0,1009.1,0.0,0.0,0.0,27.0,30.3,24.6,72,58,1.6,0
17369,2008,7,22,1004.4,1008.5,0.0,0.0,0.0,28.4,32.4,25.6,72,58,8.1,0
17370,2008,7,23,1004.5,1008.6,0.0,0.0,0.0,28.9,32.4,26.8,73,58,6.9,0
17371,2008,7,24,1002.6,1006.7,0.0,0.0,0.0,29.1,33.1,27.1,72,55,6.4,0
17372,2008,7,25,1001.1,1005.2,0.0,0.0,0.0,29.4,34.5,25.4,71,56,10.6,0
17373,2008,7,26,1005.3,1009.5,0.0,0.0,0.0,27.9,31.7,24.6,74,60,3.1,0
17374,2008,7,27,1007.8,1012.0,0.0,0.0,0.0,27.6,32.9,24.7,74,58,1.6,0
17375,2008,7,28,1005.3,1009.5,0.0,0.0,0.0,29.3,33.4,25.1,59,34,4.8,0
17376,2008,7,29,1004.0,1008.1,11.5,11.5,4.5,28.5,33.0,24.4,63,42,7.4,0
17377,2008,7,30,1006.9,1011.0,0.0,0.0,0.0,26.4,31.6,23.7,65,44,5.5,0
17378,2008,7,31,1010.2,1014.3,0.0,0.0,0.0,26.2,30.7,22.9,66,51,5.3,0
17379,2008,8,1,1008.2,1012.4,0.0,0.0,0.0,27.4,31.5,24.6,69,55,3.5,0
17380,2008,8,2,1004.2,1008.3,0.0,0.0,0.0,28.3,31.7,26.1,74,63,5.9,0
17381,2008,8,3,1002.0,1006.1,0.0,0.0,0.0,29.4,32.7,27.2,74,62,8.4,0
17382,2008,8,4,1003.4,1007.5,25.5,24.5,9.5,30.2,34.5,26.4,70,51,4.4,0
17383,2008,8,5,1005.7,1009.8,111.5,59.5,18.0,27.6,30.6,25.5,84,70,0.0,0
17384,2008,8,6,1005.9,1010.0,0.0,0.0,0.0,29.8,34.3,26.2,66,39,7.9,0
17385,2008,8,7,1005.6,1009.7,0.0,0.0,0.0,30.2,34.2,27.2,66,53,10.7,0
17386,2008,8,8,1004.2,1008.2,0.0,0.0,0.0,30.7,35.3,27.6,66,46,9.8,0
17387,2008,8,9,1004.5,1008.6,0.0,0.0,0.0,29.2,33.0,25.5,66,48,3.7,0
17388,2008,8,10,1007.6,1011.8,6.0,6.0,3.5,26.6,29.2,24.6,70,61,0.6,0
17389,2008,8,11,1008.2,1012.3,13.5,13.0,10.0,28.1,32.5,24.1,73,51,5.8,0
17390,2008,8,12,1007.6,1011.7,0.0,0.0,0.0,28.7,32.9,25.8,69,49,3.2,0
17391,2008,8,13,1005.5,1009.6,0.0,0.0,0.0,29.2,32.2,27.3,72,58,4.0,0
17392,2008,8,14,1000.3,1004.4,0.0,0.0,0.0,30.1,34.5,26.9,66,48,7.3,0
17393,2008,8,15,995.7,999.8,0.0,0.0,0.0,30.7,34.9,27.6,64,49,11.7,0
17394,2008,8,16,995.2,999.3,26.0,17.0,6.5,28.7,34.1,24.9,74,51,5.5,0
17395,2008,8,17,1003.8,1007.9,15.0,10.0,3.0,22.6,25.5,20.8,84,76,0.0,0
17396,2008,8,18,1006.9,1011.0,0.0,0.0,0.0,25.2,29.7,21.4,69,53,5.0,0
17397,2008,8,19,999.1,1003.2,0.0,0.0,0.0,28.5,34.8,25.4,71,50,7.2,0
17398,2008,8,20,996.4,1000.5,0.0,0.0,0.0,27.7,32.4,23.7,70,49,5.6,0
17399,2008,8,21,998.9,1003.1,7.5,7.5,4.0,25.4,31.1,21.2,68,45,4.0,0
17400,2008,8,22,1007.1,1011.3,0.0,0.0,0.0,22.4,25.3,20.5,65,54,1.6,0
17401,2008,8,23,1006.9,1011.1,5.5,2.0,0.5,20.9,22.8,20.0,78,67,0.0,0
17402,2008,8,24,1005.4,1009.6,12.5,3.5,1.0,21.6,23.6,19.6,90,84,0.0,0
17403,2008,8,25,1008.3,1012.5,12.0,3.0,1.0,23.2,25.4,21.9,88,79,0.0,0
17404,2008,8,26,1010.9,1015.1,7.0,2.0,1.0,22.1,24.2,21.1,86,77,0.0,0
17405,2008,8,27,1009.1,1013.3,0.0,0.0,0.0,24.6,29.1,20.4,73,58,4.9,0
17406,2008,8,28,1006.4,1010.6,19.0,6.0,5.0,25.5,29.2,22.6,86,70,0.2,0
17407,2008,8,29,1006.4,1010.6,44.5,25.5,11.5,25.9,30.4,23.5,82,61,2.7,0
17408,2008,8,30,1006.6,1010.8,68.5,18.5,8.0,24.8,29.1,23.1,85,64,2.7,0
17409,2008,8,31,1004.3,1008.5,13.5,9.0,2.5,25.6,30.4,22.9,81,57,3.7,0
17410,2008,9,1,1003.6,1007.7,0.0,0.0,0.0,27.3,30.8,24.1,76,58,4.4,0
17411,2008,9,2,1002.1,1006.2,0.0,0.0,0.0,28.3,31.8,26.0,74,57,5.8,0
17412,2008,9,3,1001.0,1005.1,0.0,0.0,0.0,28.7,32.3,26.5,68,47,9.7,0
17413,2008,9,4,1005.9,1010.1,0.0,0.0,0.0,27.4,30.5,24.5,73,59,1.3,0
17414,2008,9,5,1011.0,1015.1,0.0,0.0,0.0,26.6,29.7,23.7,74,58,4.6,0
17415,2008,9,6,1011.8,1015.9,2.5,2.5,1.5,27.0,30.6,24.7,75,58,3.5,0
17416,2008,9,7,1008.5,1012.7,4.0,2.0,1.0,26.7,31.1,24.6,75,55,3.4,0
17417,2008,9,8,1006.8,1010.9,0.0,0.0,0.0,27.1,31.4,23.8,64,36,8.2,0
17418,2008,9,9,1011.5,1015.7,0.0,0.0,0.0,25.6,30.0,22.1,46,31,11.9,0
17419,2008,9,10,1014.5,1018.7,0.0,0.0,0.0,24.2,28.7,21.1,59,39,10.5,0
17420,2008,9,11,1008.5,1012.7,4.5,3.0,2.5,23.2,26.6,19.8,71,53,4.0,0
17421,2008,9,12,1004.6,1008.8,0.0,0.0,0.0,26.4,31.3,21.6,63,36,10.8,0
17422,2008,9,13,1008.7,1012.9,0.0,0.0,0.0,27.0,31.5,23.8,66,40,6.2,0
17423,2008,9,14,1010.7,1014.9,0.0,0.0,0.0,25.6,29.2,23.3,70,50,4.1,0
17424,2008,9,15,1010.3,1014.5,1.0,1.0,0.5,24.4,26.6,22.5,74,60,0.3,0
17425,2008,9,16,1007.2,1011.4,7.5,2.0,0.5,23.3,26.9,21.1,77,55,3.9,0
17426,2008,9,17,1010.2,1014.3,0.0,0.0,0.0,25.2,29.1,22.1,68,52,5.3,0
17427,2008,9,18,1012.1,1016.3,2.0,1.0,0.5,24.1,25.6,22.9,74,58,0.0,0
17428,2008,9,19,1008.9,1013.1,15.5,7.5,2.0,23.9,26.3,22.4,80,68,0.0,0
17429,2008,9,20,1005.9,1010.0,29.0,11.5,4.0,24.5,29.1,21.8,74,53,2.7,0
17430,2008,9,21,1005.1,1009.3,37.0,18.5,8.5,23.0,25.2,21.7,84,72,0.2,0
17431,2008,9,22,1004.2,1008.5,17.5,8.5,3.0,20.9,22.8,19.3,84,73,0.0,0
17432,2008,9,23,1004.1,1008.3,0.0,0.0,0.0,23.6,28.0,19.0,73,50,4.7,0
17433,2008,9,24,1007.9,1012.1,0.0,0.0,0.0,24.7,28.1,22.6,52,30,9.7,0
17434,2008,9,25,1003.8,1008.0,0.0,0.0,0.0,24.9,28.9,20.9,63,48,5.3,0
17435,2008,9,26,997.1,1001.2,0.0,0.0,0.0,26.0,29.7,21.0,60,39,0.8,0
17436,2008,9,27,1011.0,1015.2,0.0,0.0,0.0,20.1,22.8,17.8,37,29,2.8,0
17437,2008,9,28,1016.2,1020.5,0.0,0.0,0.0,18.1,19.6,16.3,53,38,0.0,0
17438,2008,9,29,1015.3,1019.6,23.5,3.5,1.0,16.6,17.9,15.4,78,60,0.0,0
17439,2008,9,30,1011.8,1016.1,14.5,5.5,2.5,17.2,18.8,15.9,88,81,0.0,0
17440,2008,10,1,1005.6,1009.9,6.5,4.0,0.5,18.9,21.0,17.2,83,72,0.7,0
17441,2008,10,2,1011.2,1015.4,0.0,0.0,0.0,19.6,23.9,15.8,53,38,10.8,0
17442,2008,10,3,1014.2,1018.4,0.0,0.0,0.0,20.0,23.3,17.5,55,42,4.4,0
17443,2008,10,4,1011.0,1015.2,0.0,0.0,0.0,20.6,24.6,16.9,61,45,9.1,0
17444,2008,10,5,1012.0,1016.3,6.5,2.5,0.5,21.0,25.2,17.7,69,47,4.5,0
17445,2008,10,6,1005.5,1009.8,29.5,12.0,4.5,18.3,20.3,16.2,86,79,0.0,0
17446,2008,10,7,1010.8,1015.1,1.5,1.0,0.5,21.6,24.7,18.3,74,54,2.7,0
17447,2008,10,8,1016.7,1021.0,51.0,21.0,5.0,19.0,20.5,17.8,83,75,0.0,0
17448,2008,10,9,1019.4,1023.7,0.0,0.0,0.0,21.1,24.5,18.1,71,53,5.5,0
17449,2008,10,10,1014.9,1019.1,0.5,0.5,0.5,21.7,24.8,18.5,75,59,5.3,0
17450,2008,10,11,1006.6,1010.9,1.5,1.0,0.5,20.8,23.7,18.1,69,37,1.7,0
17451,2008,10,12,1012.6,1016.9,0.0,0.0,0.0,18.6,21.2,15.9,45,35,5.8,0
17452,2008,10,13,1014.2,1018.4,0.0,0.0,0.0,19.5,23.3,16.0,57,45,6.1,0
17453,2008,10,14,1017.1,1021.4,10.0,2.0,1.0,18.6,21.1,17.5,76,61,0.0,0
17454,2008,10,15,1015.3,1019.6,0.0,1.0,0.0,19.9,23.3,16.8,70,52,4.4,0
17455,2008,10,16,1020.5,1024.8,0.0,0.0,0.0,19.7,23.9,15.3,50,31,10.5,0
17456,2008,10,17,1022.3,1026.6,0.0,0.0,0.0,19.6,23.8,15.3,57,38,6.8,0
17457,2008,10,18,1022.2,1026.5,0.0,0.0,0.0,19.6,23.3,16.1,64,46,5.2,0
17458,2008,10,19,1019.1,1023.4,0.0,0.0,0.0,19.4,22.9,15.5,63,50,4.5,0
17459,2008,10,20,1012.1,1016.4,2.5,2.5,1.0,20.0,24.6,16.0,65,42,7.6,0
17460,2008,10,21,1016.1,1020.4,0.0,0.0,0.0,20.2,23.7,16.9,58,34,9.5,0
17461,2008,10,22,1019.2,1023.6,0.0,0.0,0.0,19.8,23.5,16.0,64,48,5.0,0
17462,2008,10,23,1019.7,1024.0,15.5,6.0,3.0,20.3,24.5,18.1,77,51,2.0,0
17463,2008,10,24,1011.6,1015.9,75.0,23.5,7.5,21.0,23.4,19.7,89,80,0.0,0
17464,2008,10,25,1012.3,1016.6,0.0,0.0,0.0,20.6,22.4,18.9,70,55,0.0,0
17465,2008,10,26,1007.4,1011.7,0.5,0.5,0.5,19.3,21.0,17.8,69,55,0.0,0
17466,2008,10,27,1005.8,1010.1,4.0,4.0,1.5,18.0,22.4,14.9,64,40,7.1,0
17467,2008,10,28,1006.5,1010.8,0.0,0.0,0.0,17.1,21.0,13.1,58,33,9.4,0
17468,2008,10,29,1005.4,1009.7,0.0,0.0,0.0,17.0,21.2,12.3,55,36,5.4,0
17469,2008,10,30,1014.7,1019.1,0.0,0.0,0.0,14.8,18.1,12.5,46,39,5.3,0
17470,2008,10,31,1013.7,1018.1,0.0,0.0,0.0,14.4,16.3,11.5,55,42,1.7,0
17471,2008,11,1,1008.4,1012.7,0.0,0.0,0.0,16.1,20.8,11.8,47,27,9.6,0
17472,2008,11,2,1009.2,1013.6,0.0,0.0,0.0,14.9,19.1,11.1,55,40,5.6,0
17473,2008,11,3,1006.2,1010.5,0.0,0.0,0.0,15.7,18.0,13.6,65,57,0.0,0
17474,2008,11,4,1011.2,1015.5,0.0,0.0,0.0,16.3,20.2,12.7,45,30,6.2,0
17475,2008,11,5,1017.7,1022.1,0.0,0.0,0.0,14.4,17.5,11.3,52,40,2.6,0
17476,2008,11,6,1014.5,1018.9,0.0,0.0,0.0,15.8,22.0,10.5,61,49,7.2,0
17477,2008,11,7,1007.5,1011.8,0.5,0.5,0.5,17.3,22.3,13.4,57,40,4.7,0
17478,2008,11,8,1010.6,1015.0,1.5,1.5,0.5,13.9,16.0,11.3,41,30,0.0,0
17479,2008,11,9,1013.1,1017.5,1.0,1.0,0.5,11.4,13.1,10.0,56,38,0.0,0
17480,2008,11,10,1016.6,1021.0,0.5,0.5,0.5,11.9,14.2,9.7,57,38,0.1,0
17481,2008,11,11,1021.9,1026.3,0.0,0.0,0.0,11.6,13.8,9.8,57,49,0.1,0
17482,2008,11,12,1019.7,1024.1,1.0,0.5,0.5,12.2,13.3,10.6,63,56,0.0,0
17483,2008,11,13,1019.0,1023.4,0.0,0.0,0.0,14.9,18.8,12.1,58,44,9.4,0
17484,2008,11,14,1018.1,1022.5,0.0,0.0,0.0,15.1,19.0,10.3,62,50,4.0,0
17485,2008,11,15,1014.5,1018.8,0.0,0.0,0.0,16.2,19.0,13.9,69,59,0.9,0
17486,2008,11,16,1007.3,1011.6,4.0,2.0,0.5,15.3,16.1,14.3,84,80,0.0,0
17487,2008,11,17,1005.1,1009.4,0.0,0.0,0.0,15.8,19.0,12.3,75,61,5.5,0
17488,2008,11,18,1003.0,1007.3,0.0,0.0,0.0,15.7,19.2,12.3,56,33,6.1,0
17489,2008,11,19,1006.3,1010.7,0.0,0.0,0.0,11.3,15.6,8.4,29,15,8.7,0
17490,2008,11,20,1013.8,1018.3,0.0,0.0,0.0,9.4,12.4,6.6,37,23,9.5,0
17491,2008,11,21,1011.3,1015.7,0.0,0.0,0.0,11.0,16.2,5.5,43,27,9.6,0
17492,2008,11,22,1017.6,1022.0,0.0,0.0,0.0,11.1,14.5,8.2,36,24,9.1,0
17493,2008,11,23,1016.1,1020.6,0.0,0.0,0.0,12.1,16.9,8.0,47,29,6.8,0
17494,2008,11,24,1017.5,1022.0,31.5,5.0,1.5,9.4,11.9,7.7,68,49,0.8,0
17495,2008,11,25,1012.5,1016.9,5.0,5.0,1.5,9.5,13.4,6.1,67,45,7.7,0
17496,2008,11,26,1019.8,1024.2,0.0,0.0,0.0,11.0,14.0,8.5,61,42,8.4,0
17497,2008,11,27,1016.0,1020.5,5.0,1.5,0.5,8.8,11.0,7.6,75,59,0.0,0
17498,2008,11,28,1000.1,1004.5,24.0,8.0,2.5,10.6,13.5,8.2,78,51,2.6,0
17499,2008,11,29,1008.1,1012.5,0.0,0.0,0.0,13.1,16.0,7.4,54,35,8.5,0
17500,2008,11,30,1011.7,1016.1,0.0,0.0,0.0,12.0,16.0,8.1,39,28,9.2,0
17501,2008,12,1,1021.2,1025.7,1.5,1.5,0.5,9.9,13.2,6.6,49,32,7.6,0
17502,2008,12,2,1017.1,1021.6,2.0,1.5,0.5,9.3,11.3,6.9,69,57,0.0,0
17503,2008,12,3,1016.3,1020.7,0.0,0.0,0.0,12.3,17.0,7.5,56,31,9.1,0
17504,2008,12,4,1019.0,1023.4,0.0,0.0,0.0,12.4,16.2,8.0,61,38,8.6,0
17505,2008,12,5,1007.8,1012.1,5.0,4.0,1.5,14.2,19.4,10.2,66,47,1.3,0
17506,2008,12,6,1009.6,1014.0,0.0,0.0,0.0,10.3,13.1,6.8,38,18,5.8,0
17507,2008,12,7,1023.3,1027.8,0.0,0.0,0.0,7.5,10.2,4.1,32,21,9.2,0
17508,2008,12,8,1023.7,1028.2,0.0,0.0,0.0,8.1,11.4,4.6,50,38,2.8,0
17509,2008,12,9,1018.9,1023.4,22.5,6.5,1.5,8.8,11.6,5.7,69,53,0.2,0
